"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @ZeeshankhanINC: Modi’s government has been actively censoring internet access and activity, with a unilateral blocking of websites #NRI…",FALSE,0,NA,2015-09-23 17:38:24,FALSE,NA,"646740412581978112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pappubhai13",5,TRUE,FALSE,NA,NA
"RT @madhukishwar: Thank God ill advised Encryption policy withdrawn.Such UTurns after foolish moves confirm that Modi cabinet novices in th…",FALSE,0,NA,2015-09-23 17:38:24,FALSE,NA,"646740411025858562",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","minakshithaku17",57,TRUE,FALSE,NA,NA
"RT @hemrajsinhvagh1: Modi blames past govts for the failures of current govt in foreign country, Such a shameless fellow  #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:38:23,FALSE,NA,"646740408354127873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RavalRincle",7,TRUE,FALSE,NA,NA
"RT @manupubby: Reversing a long held UPA position, Modi govt allows US mil search teams in Arunachal, plays down Chinese concerns- http://t…",FALSE,0,NA,2015-09-23 17:38:23,FALSE,NA,"646740407443980289",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AmolTikam",15,TRUE,FALSE,NA,NA
"RT @iMehulninama: Modi donated 6.3k cr to Nepal,5kCr-Bhutan,12.8k cr-B.Desh,6.5kCr to Mongolia &amp;they provided land to Adani to set Power Pl…",FALSE,0,NA,2015-09-23 17:38:23,FALSE,NA,"646740407263563778",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhiraj1041986",2,TRUE,FALSE,NA,NA
"RT @KanchanGupta: Stunning!

Bhagwati says UPA told US to deny visa to PM Modi.

If true, shame on UPA, and twice the shame on US. https://…",FALSE,0,NA,2015-09-23 17:38:23,FALSE,NA,"646740404843487234",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kishanc",84,TRUE,FALSE,NA,NA
"RT @FalakThakkarr: Modi cares more for the theatre of politics than the hard grind of passing laws or accomplishing reform through compromi…",FALSE,0,NA,2015-09-23 17:38:21,FALSE,NA,"646740398367490048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhiraj1041986",9,TRUE,FALSE,NA,NA
"PM Modi addresses Indian community in Ireland http://t.co/Ta72ZuXDTU http://t.co/IBmwJZQoXU",FALSE,0,NA,2015-09-23 17:38:20,FALSE,NA,"646740394298970114",NA,"<a href=""http://www.rr.com"" rel=""nofollow"">RRPostingApp</a>","IndiaPoliticsRR",0,FALSE,FALSE,NA,NA
"RT @RavibhusariBJP: Proud moment for Bharat. Irish children welcome Modi ji with Sanskrit songs.
Vasudhaiva Kutumbakam! 
#ModiInIreland htt…",FALSE,0,NA,2015-09-23 17:38:19,FALSE,NA,"646740390352175104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MeAbhishekDubey",60,TRUE,FALSE,NA,NA
"RT @_shriraj: Modi charm fades.First 15 months 2nd worst for Sensex.Sensex has gained just 4% since Modi took over d govt on May 26,2014. #…",FALSE,0,NA,2015-09-23 17:38:16,FALSE,NA,"646740377320431616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BhavsarTarang",1,TRUE,FALSE,NA,NA
"RT @sgjial: @TimesNow @eparitosh @sagenaradamuni @BHANWARLALSUTH7 @dishavakanaigu1 @ensine @aashish_bhalla @OfficeOfRG Modi adorns suit boo…",FALSE,0,NA,2015-09-23 17:38:14,FALSE,NA,"646740369800077312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sagenaradamuni",1,TRUE,FALSE,NA,NA
"RT @ndtv: PM Modi is a very well informed, practical person. Didn't hold any grudges towards the US for denying visa: Jagdish Bhagwati #Bha…",FALSE,0,NA,2015-09-23 17:38:14,FALSE,NA,"646740367761670145",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sandychandrandr",108,TRUE,FALSE,NA,NA
"RT @iMehulninama: As a common man It seems ke Modi is playing role of Foreign Minister instead of Prime Minister #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:38:13,FALSE,NA,"646740365450551296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhiraj1041986",6,TRUE,FALSE,NA,NA
"RT @KanchanGupta: Stunning!

Bhagwati says UPA told US to deny visa to PM Modi.

If true, shame on UPA, and twice the shame on US. https://…",FALSE,0,NA,2015-09-23 17:38:13,FALSE,NA,"646740363269545985",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","satyavrata9",84,TRUE,FALSE,NA,NA
"RT @MahendrasinhWag: Modi meets NRIs in his each nd very foreign tour however when will he meet Indian Residents in India #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:38:12,FALSE,NA,"646740361231122433",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pappubhai13",6,TRUE,FALSE,NA,NA
"Modi's administration has even issued an ordinance banning the use of the phrase “human rights” in the names of NGOs #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:38:11,FALSE,NA,"646740357124870144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","congankleshwar",0,FALSE,FALSE,NA,NA
"RT @timesofindia: If we would have done something like this in India then people would have questioned our secularism, jokes PM Modi http:/…",FALSE,0,NA,2015-09-23 17:38:10,FALSE,NA,"646740353245167616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","padu3291",477,TRUE,FALSE,NA,NA
"RT @TOIIndiaNews: Irish children recite shlokas and Modi’s Dublin event, PM takes dig at secularists http://t.co/RpdVTgHpvn",FALSE,0,NA,2015-09-23 17:38:09,FALSE,NA,"646740347297644546",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","riswanris2009",9,TRUE,FALSE,NA,NA
"RT @RahulKajal3: Modi unrepentant over his role in Gujarat genocide http://t.co/QeQUSwLlZj #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:38:08,FALSE,NA,"646740345955479552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhiraj1041986",4,TRUE,FALSE,NA,NA
"RT @PatelSarfaraz68: US,Russia n China opposed reforms in UN Sec council reforms incldng India’s membership,What's meaning of Modi’s foreig…",FALSE,0,NA,2015-09-23 17:38:08,FALSE,NA,"646740343162056704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhiraj1041986",5,TRUE,FALSE,NA,NA
"RT @5Forty3: Essentially Barkha &amp; NDTV are touring US and propagating that ""Hardik Patel is this new young anti-Modi leader emerging from G…",FALSE,0,NA,2015-09-23 17:38:05,FALSE,NA,"646740332667908096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bharityatweeter",46,TRUE,FALSE,NA,NA
"RT @KiranKS: Once Pappu returns after meeting ""Global leaders"", he would term Modi govt as T-shirt ki sarkar :)

#ModiInIreland http://t.co…",FALSE,0,NA,2015-09-23 17:38:03,FALSE,NA,"646740324799393793",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarkYogi__",54,TRUE,FALSE,NA,NA
"RT @INCIndia: Will u block dissemination of communication from this country forever? Does Mr Modi mean all encryption devices be registered…",FALSE,0,NA,2015-09-23 17:38:03,FALSE,NA,"646740324107350016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EashwarINC",57,TRUE,FALSE,NA,NA
"RT @iMehulninama: Mongloia, Bangladesh, Bhutan, Australia..Modi managed a business for Adani everywhere #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:38:02,FALSE,NA,"646740319841726464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhiraj1041986",2,TRUE,FALSE,NA,NA
"RT @Babu_Bhaiyaa: Respected Barkha Dutt ji in US to cover Modi's visit...It reminds me of this tweet...
https://t.co/ewiiQr40w1",FALSE,0,NA,2015-09-23 17:38:00,FALSE,NA,"646740308378714113",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kenisatish",62,TRUE,FALSE,NA,NA
"RT @anilkapur_: Dear @pallavighcnnibn where were you when @OfficeOfRG said why Modi ji goes abroad so often
He is PM damn it http://t.co/ZE…",FALSE,0,NA,2015-09-23 17:37:59,FALSE,NA,"646740307678220292",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bhat_sadhana",10,TRUE,FALSE,NA,NA
"RT @gopal119: Yet China hasn’t invested asingle rupee in India as per MOUsbut invests$46 billion in Pakistan just after Modi’s China visit …",FALSE,0,NA,2015-09-23 17:37:59,FALSE,NA,"646740305371377664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mary_jancy",3,TRUE,FALSE,NA,NA
"RT @IndiaToday: There is a rape accused, Nihalchand, in Modi ministry and no one bothered about him @aapkipreeti",FALSE,0,NA,2015-09-23 17:37:59,FALSE,NA,"646740304494764033",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","umesh110168",53,TRUE,FALSE,NA,NA
"@Retributions it is not Modi playing the victim card - it is Modi calling out the pseudo seculars in India",FALSE,0,"Retributions",2015-09-23 17:37:58,FALSE,"646732434034135041","646740301810376705","116524405","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mangal95",0,FALSE,FALSE,NA,NA
"RT @iMehulninama: Modi meets NRIs in his each nd very foreign tour however when will he meet Indian Residents in India #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:37:58,FALSE,NA,"646740301630054400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhiraj1041986",3,TRUE,FALSE,NA,NA
"Taking Padma Shri for a hit job on Modi was in good taste ? Getting into a street brawl in NY was in good taste ? http://t.co/qGMbUb4eYc",FALSE,0,NA,2015-09-23 17:37:58,FALSE,NA,"646740300254289920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gooljaar",0,FALSE,FALSE,NA,NA
"RT @ndtv: The visa was denied to Modi at the request of the UPA government: Economist Jagdish Bhagwati #BhagwatiOnModi http://t.co/pGLzrpcB…",FALSE,0,NA,2015-09-23 17:37:57,FALSE,NA,"646740296383000576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sandychandrandr",393,TRUE,FALSE,NA,NA
"RT @nit_set: First smell of a #scam in Environment ministry under Modi govt? @Subhayan_ism http://t.co/HUNDfJzMCE",FALSE,0,NA,2015-09-23 17:37:56,FALSE,NA,"646740295405699072",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","theajeet",38,TRUE,FALSE,NA,NA
"RT @Akashiyc: Modi meets NRIs in his each nd very foreign tour however when will he meet Indian Residents in India #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:37:55,FALSE,NA,"646740289625944066",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhiraj1041986",5,TRUE,FALSE,NA,NA
"RT @TheAsianAgeNews: #LIVE: Sanskrit prayer recital by Irish students set the stage for  Modi's interaction with the Indian community.",FALSE,0,NA,2015-09-23 17:37:54,FALSE,NA,"646740286102708224",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","jyotsnavarma9",4,TRUE,FALSE,NA,NA
"^~^ Modi eyes Silicon Valley on U.S. trip as euphoria fades  |",FALSE,0,NA,2015-09-23 17:37:54,FALSE,NA,"646740283858808834",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","NewsFeedJson",0,FALSE,FALSE,NA,NA
"RT @FalakThakkarr: Modi welcomes foreign funds for private profit,he was agnst Ind recving any international support for democratic engagem…",FALSE,0,NA,2015-09-23 17:37:53,FALSE,NA,"646740281912631300",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhiraj1041986",5,TRUE,FALSE,NA,NA
"Modi eyes Silicon Valley on U.S. trip as euphoria fades: NEW DELHI (Reuters) - Tech titans will court Prime Mi... http://t.co/4PczNkQovi",FALSE,0,NA,2015-09-23 17:37:53,FALSE,NA,"646740279404437504",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","aswincnair",0,FALSE,FALSE,NA,NA
"RT @AbhiRgyb: Modi says he is bringing foreign investment to India, however During UPA FDI inflow was 40%which slowed down to25%in last yr …",FALSE,0,NA,2015-09-23 17:37:50,FALSE,NA,"646740269703016448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mary_jancy",6,TRUE,FALSE,NA,NA
"RT @AbhiRgyb: Modi says he is bringing foreign investment to India, however During UPA FDI inflow was 40%which slowed down to25%in last yr …",FALSE,0,NA,2015-09-23 17:37:49,FALSE,NA,"646740264682393600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pappubhai13",6,TRUE,FALSE,NA,NA
"RT @Congress2019: Modi feels India was never on international map @alamgirizvi @AmTrehan @Mumbai_Congress @INCAseemKP @Rajesh07804  https:/…",FALSE,0,NA,2015-09-23 17:37:48,FALSE,NA,"646740259083014144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","srk141119",5,TRUE,FALSE,NA,NA
"Modi's administration has even issued an ordinance banning the use of the phrase “human rights” in the names of NGOs #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:37:47,FALSE,NA,"646740254351859712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SolutionsJoshi",0,FALSE,FALSE,NA,NA
"As a common man It seems ke Modi is playing role of Foreign Minister instead of Prime Minister #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:37:46,FALSE,NA,"646740252024008704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lalasolanki1558",0,FALSE,FALSE,NA,NA
"RT @Alllahdin: Seems like all Arvind Kejriwal and Sardesai want is a reply from Modi. That day would be the day of Nirvana for them.",FALSE,0,NA,2015-09-23 17:37:45,FALSE,NA,"646740247313821698",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","nitinysharma",4,TRUE,FALSE,NA,NA
"RT @manupubby: True. Full clearances on the eve of the Modi visit :)  https://t.co/jfBRXSkYv3",FALSE,0,NA,2015-09-23 17:37:45,FALSE,NA,"646740247083094016",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AmolTikam",4,TRUE,FALSE,NA,NA
"RT @KoBhul: Modi’s “Dangerous Silence” over dramatic rise in religious violence under his tenure NY Times #NRIsRejectModi http://t.co/nG7i7…",FALSE,0,NA,2015-09-23 17:37:45,FALSE,NA,"646740246265233412",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pappubhai13",3,TRUE,FALSE,NA,NA
"Text of PM’s address at the Indian Community Reception at Dublin, Ireland 
http://t.co/cGEHrFKGQg

via Narendra Modi app",FALSE,0,NA,2015-09-23 17:37:45,FALSE,NA,"646740245493514240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ravirajhosur",0,FALSE,FALSE,NA,NA
"RT @1Patelzuber: US,Russia n China opposed reforms in UN Sec council reforms incldng India’s membership,What's meaning of Modi’s foreign to…",FALSE,0,NA,2015-09-23 17:37:44,FALSE,NA,"646740243006271488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hhs_in",11,TRUE,FALSE,NA,NA
"RT @padhalikha: Modi shouldn't make sarcastic comments on us when abroad. Only we have the rights to call him murderer and put posters agai…",FALSE,0,NA,2015-09-23 17:37:44,FALSE,NA,"646740241567588352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CholericCleric",162,TRUE,FALSE,NA,NA
"RT @KanchanGupta: Stunning!

Bhagwati says UPA told US to deny visa to PM Modi.

If true, shame on UPA, and twice the shame on US. https://…",FALSE,0,NA,2015-09-23 17:37:41,FALSE,NA,"646740229831925761",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Claritymay16",84,TRUE,FALSE,NA,NA
"RT @ndtv: The visa was denied to Modi at the request of the UPA government: Economist Jagdish Bhagwati #BhagwatiOnModi http://t.co/pGLzrpcB…",FALSE,0,NA,2015-09-23 17:37:41,FALSE,NA,"646740228695322624",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","doksaab",393,TRUE,FALSE,NA,NA
"RT @FalakThakkarr: Longtime Critic of Modi Is Now a Target - NY Times AUG19, 2015 http://t.co/F9Q6obQJYg #NRISRejectModi",FALSE,0,NA,2015-09-23 17:37:40,FALSE,NA,"646740226505895940",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhiraj1041986",19,TRUE,FALSE,NA,NA
"RT @FalakThakkarr: Modi’s 2015 budget slashed funding for the Women and Child Development by over 50% #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:37:36,FALSE,NA,"646740208130650113",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HasmaniShafi",9,TRUE,FALSE,NA,NA
"RT @Babu_Bhaiyaa: Samay Balwan hai...Those 'Top journos' who maligned Modi for yrs, had to go to US in advance to make preparation to cover…",FALSE,0,NA,2015-09-23 17:37:35,FALSE,NA,"646740206276771840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kenisatish",386,TRUE,FALSE,NA,NA
"RT @vinaydokania: Modi says he is bringing foreign investment to India,however During UPA FDI inflow was 40% which slowed down to25%in last…",FALSE,0,NA,2015-09-23 17:37:35,FALSE,NA,"646740203802128384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BhavsarTarang",8,TRUE,FALSE,NA,NA
"@YusufDFI @irfhabib y u r afraid  of secularism explained by Modi",FALSE,0,"YusufDFI",2015-09-23 17:37:34,FALSE,"646729791505199104","646740200517988356","1269258001","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AjayDwivedi1",0,FALSE,FALSE,NA,NA
"RT @iMehulninama: Modi visited War-torn Jafna in Sri Lanka, but didn’t care to visit flood hit Amreli, Banaskantha-Gujarat #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:37:34,FALSE,NA,"646740200236929024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhiraj1041986",4,TRUE,FALSE,NA,NA
"RT @ijignesh8: 27 foreign countries visited by Modi in 1year and 3months, but there is no single achievement frm any ot those #NRIsRejectMo…",FALSE,0,NA,2015-09-23 17:37:33,FALSE,NA,"646740195296079872",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","OriginalHindu",4,TRUE,FALSE,NA,NA
"RT @ijignesh8: 27 foreign countries visited by Modi in 1year and 3months, but there is no single achievement frm any ot those #NRIsRejectMo…",FALSE,0,NA,2015-09-23 17:37:33,FALSE,NA,"646740195287691264",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","TheAditiShah",4,TRUE,FALSE,NA,NA
"RT @ijignesh8: 27 foreign countries visited by Modi in 1year and 3months, but there is no single achievement frm any ot those #NRIsRejectMo…",FALSE,0,NA,2015-09-23 17:37:33,FALSE,NA,"646740195258290176",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","TharkiChhokro0",4,TRUE,FALSE,NA,NA
"RT @congankleshwar: Modi claimed crime free india but 32% of bjp mps have serious criminal charges! Oh it was jumla #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:37:30,FALSE,NA,"646740184558628865",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BarotKalyansinh",2,TRUE,FALSE,NA,NA
"RT @FaridaPatel: Modi meets NRIs in his each nd very foreign tour however when will he meet Indian Residents in India #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:37:30,FALSE,NA,"646740183958843397",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","saurabh49546494",3,TRUE,FALSE,NA,NA
"PM Shri Narendra Modi interacting with the artists, who performed at the Community Reception at Dublin, Ireland.",FALSE,0,NA,2015-09-23 17:37:29,FALSE,NA,"646740180683128832",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","bjpguwahaticity",0,FALSE,FALSE,NA,NA
"RT @shadymumbai: Is it OK to ask Narendra Modi to bring back 2 bottles of alcohol from the airport Duty free shop?? 
#ModiInIreland",FALSE,0,NA,2015-09-23 17:37:29,FALSE,NA,"646740179500277760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gaa_87",11,TRUE,FALSE,NA,NA
"RT @hemrajsinhvagh1: Modi blames past govts for the failures of current govt in foreign country, Such a shameless fellow  #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:37:28,FALSE,NA,"646740174462959616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhiraj1041986",7,TRUE,FALSE,NA,NA
"Modi meets NRIs in his each nd very foreign tour however when will he meet Indian Residents in India #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:37:26,FALSE,NA,"646740169354309632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","saurabh49546494",0,FALSE,FALSE,NA,NA
"RT @KanchanGupta: Stunning!

Bhagwati says UPA told US to deny visa to PM Modi.

If true, shame on UPA, and twice the shame on US. https://…",FALSE,0,NA,2015-09-23 17:37:25,FALSE,NA,"646740165566853120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","baruahrana123",84,TRUE,FALSE,NA,NA
"RT @FalakThakkarr: modi has travelled 27 countries in a year bt no significanct investment #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:37:25,FALSE,NA,"646740165487161345",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HasmaniShafi",9,TRUE,FALSE,NA,NA
"RT @parthjoshi_inc: Modi blames past govts for the failures of current
govt in foreign country, Such a shameless fellow
#NRIsRejectModi",FALSE,0,NA,2015-09-23 17:37:23,FALSE,NA,"646740156767145984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhiraj1041986",5,TRUE,FALSE,NA,NA
"RT @timesofindia: If we would have done something like this in India then people would have questioned our secularism, jokes PM Modi http:/…",FALSE,0,NA,2015-09-23 17:37:23,FALSE,NA,"646740154997149700",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aashishtyagi",477,TRUE,FALSE,NA,NA
"RT @KiranKS: Once Pappu returns after meeting ""Global leaders"", he would term Modi govt as T-shirt ki sarkar :)

#ModiInIreland http://t.co…",FALSE,0,NA,2015-09-23 17:37:22,FALSE,NA,"646740151570464768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bvijayrao",54,TRUE,FALSE,NA,NA
"RT @iMehulninama: In tour of Brazil and Seychelles, Modi has spent his time in clicking side scenes,however it hurts dignity of PM post #NR…",FALSE,0,NA,2015-09-23 17:37:22,FALSE,NA,"646740150559621123",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhiraj1041986",3,TRUE,FALSE,NA,NA
"RT @congankleshwar: Modi claimed crime free india but 32% of bjp mps have serious criminal charges! Oh it was jumla #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:37:21,FALSE,NA,"646740145283178496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rahul215090",2,TRUE,FALSE,NA,NA
"RT @hemrajsinhvagh1: Pak regularly meets Huriyat leaders then also Modi govt invites Pak for Sec level talks is it foreign policy of Modi g…",FALSE,0,NA,2015-09-23 17:37:19,FALSE,NA,"646740139776045058",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jaldipchaudhar9",4,TRUE,FALSE,NA,NA
"RT @_shriraj: Modi said that Khadi's selling doubled this year.Actually Khadi up Only 6% During 2014-15. #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:37:19,FALSE,NA,"646740138500997120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhiraj1041986",8,TRUE,FALSE,NA,NA
"RT @FalakThakkarr: Modi’s “Dangerous Silence” over dramatic rise in religious violence under his tenure NY Times #NRIsRejectModi http://t.c…",FALSE,0,NA,2015-09-23 17:37:19,FALSE,NA,"646740137762783236",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MkmlaKumar",4,TRUE,FALSE,NA,NA
"27 foreign countries visited by Modi in 1year and 3months, but there is no single achievement frm any ot those #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:37:19,FALSE,NA,"646740137477582848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ijignesh8",4,FALSE,FALSE,NA,NA
"After Sanskrit Welcome in Ireland, PM Modi's 'Secularism' Dig at Opposition http://t.co/Qpt2nG9YVX via @ndtv",FALSE,1,NA,2015-09-23 17:37:18,FALSE,NA,"646740133484605441",NA,"<a href=""http://linkis.com"" rel=""nofollow"">Linkis.com</a>","TRILOKHNATH",0,FALSE,FALSE,NA,NA
"PM addresses Indian community in Ireland
http://t.co/l4de2CKppZ

via Narendra Modi app http://t.co/ojyMiRKMMv",FALSE,0,NA,2015-09-23 17:37:17,FALSE,NA,"646740128485011456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ravirajhosur",0,FALSE,FALSE,NA,NA
"RT @alfaz_suleman: Modi says he is bringing foreign investment to India, however During UPA FDI inflow was 40% which slowed down to 25% in …",FALSE,0,NA,2015-09-23 17:37:16,FALSE,NA,"646740125762895873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HasmaniShafi",2,TRUE,FALSE,NA,NA
"Modi: Sushma can you write travel blog on behalf of me? Our blog gonna be rock.  

Sushma:...

MODI: OK next country Pakistan &amp; you will go.",FALSE,0,NA,2015-09-23 17:37:15,FALSE,NA,"646740123074342917",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sliceme",0,FALSE,FALSE,NA,NA
"@sardesairajdeep @PMOIndia this is exactly what Modi was talking about.. ������.. @narendramodi..rajdeep ur time in journalusm us extinct ������",FALSE,0,"sardesairajdeep",2015-09-23 17:37:13,FALSE,"646726092577857537","646740115159691265","56304605","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","Twikramaditya",0,FALSE,FALSE,NA,NA
